ID,coho,area,ppt.su.2000,ppt.su.2001,ppt.su.2002,ppt.su.2003,ppt.su.2004,ppt.su.2005,ppt.su.2006,ppt.su.2007,ppt.su.2008,ppt.su.2009,ppt.su.2010,ppt.su.2011,ppt.fa.2000,ppt.fa.2001,ppt.fa.2002,ppt.fa.2003,ppt.fa.2004,ppt.fa.2005,ppt.fa.2006,ppt.fa.2007,ppt.fa.2008,ppt.fa.2009,ppt.fa.2010,ppt.fa.2011,ccap.decid,ccap.open,ccap.evgrn,ccap.hdev,ccap.ldev,ccap.mdev,ccap.mxforest,ccap.wetland,ccap.ag,ccap.other,roads.1,roads.2,roads.3,roads.4,roads.5,nlcd.imperv,restoration,pop.census,pop.lscan,traffic
2422,0,1750497,35,70,33,9,96,39,11,58,67,27,24,34,124,249,76,264,146,171,228,127,150,262,100,167,0.321,0.000,0.166,0.000,0.005,0.000,0.414,0.025,0.000,0.070,0,0,0,1973,946,0.0065,0.0000,174.62,20.57,604.1
2423,0,4338038,30,56,29,8,83,35,11,50,58,24,24,27,97,190,57,191,128,135,193,92,131,223,95,134,0.138,0.025,0.521,0.000,0.017,0.001,0.184,0.011,0.000,0.103,0,0,0,684,1210,0.0137,0.0000,98.61,23.71,270.3
2424,0,1222823,32,66,31,8,88,38,10,58,63,27,24,29,113,228,69,230,137,153,215,110,141,253,101,152,0.038,0.004,0.720,0.000,0.012,0.000,0.076,0.000,0.000,0.150,0,0,0,1295,200,0.0094,0.0000,98.92,34.48,395.3
2425,0,1302788,31,50,28,8,83,37,12,44,54,23,21,26,91,174,53,171,124,129,176,76,126,196,84,118,0.223,0.005,0.235,0.000,0.026,0.001,0.265,0.036,0.000,0.209,0,0,0,0,1407,0.0106,0.0000,151.49,17.31,315.9
2426,0,3480300,34,60,30,8,95,39,12,53,61,25,23,29,105,208,63,219,138,152,202,102,135,230,99,139,0.273,0.033,0.209,0.001,0.134,0.033,0.253,0.013,0.005,0.045,0,0,0,1431,2697,0.0790,0.0000,339.68,115.07,2595.2
2427,0,2794799,34,61,30,8,94,39,12,53,61,25,23,29,106,210,63,220,138,152,201,101,135,228,99,139,0.056,0.005,0.457,0.000,0.111,0.021,0.241,0.000,0.003,0.106,0,0,0,1450,2869,0.0592,0.0000,273.77,124.70,2588.0
2428,0,1404232,30,49,28,8,84,37,12,44,54,23,21,26,90,172,52,169,123,127,176,76,125,196,84,118,0.102,0.047,0.360,0.000,0.129,0.011,0.188,0.000,0.000,0.163,0,0,0,0,4119,0.0597,0.0000,189.35,42.99,1159.6
2429,0,2607375,36,66,32,8,96,39,12,56,64,26,23,31,112,221,67,235,141,159,207,109,137,246,97,142,0.084,0.048,0.415,0.000,0.071,0.008,0.215,0.000,0.002,0.156,0,0,0,1358,2187,0.0439,0.0000,246.24,55.79,2287.3
2430,0,3350223,35,68,32,8,96,39,11,57,65,26,23,33,117,233,71,247,142,163,214,116,141,253,96,152,0.160,0.052,0.126,0.000,0.144,0.020,0.337,0.002,0.003,0.156,0,0,0,1457,2588,0.0748,0.0000,301.84,144.11,761.1
2431,0,1763108,30,56,29,8,83,35,11,50,58,24,24,27,97,189,57,189,128,134,193,92,131,222,95,134,0.196,0.001,0.396,0.000,0.048,0.001,0.300,0.003,0.000,0.055,0,0,0,0,3662,0.0225,0.0000,165.06,29.05,343.8
2432,0,3726577,27,50,28,9,79,35,11,48,54,22,21,26,95,182,55,177,127,131,179,81,122,208,88,126,0.098,0.048,0.273,0.001,0.121,0.016,0.307,0.009,0.004,0.123,0,0,948,62,2956,0.0608,0.0000,100.70,34.58,7114.5
2433,0,1186720,32,60,30,8,89,37,10,53,60,24,20,29,105,206,61,210,134,146,194,97,133,228,98,139,0.082,0.005,0.511,0.000,0.046,0.009,0.230,0.011,0.000,0.107,0,0,0,895,3603,0.0240,0.0000,249.42,37.07,1161.9
2434,0,1116843,32,62,30,8,89,37,10,54,61,25,20,29,107,212,63,215,135,148,199,100,135,234,99,142,0.035,0.000,0.846,0.000,0.013,0.000,0.072,0.006,0.000,0.029,0,0,0,746,2492,0.0107,0.0000,233.62,44.74,1283.6
2435,0,2620356,35,71,33,9,96,39,11,59,68,28,24,34,124,248,76,263,146,170,230,128,152,264,101,169,0.281,0.001,0.117,0.000,0.033,0.001,0.403,0.003,0.013,0.148,0,0,0,1340,2308,0.0211,0.0000,114.43,58.15,364.9
2436,0,2832490,26,47,27,9,78,35,11,49,55,23,22,26,91,177,54,172,124,126,182,82,123,211,91,128,0.117,0.003,0.398,0.000,0.076,0.003,0.279,0.006,0.000,0.118,0,0,462,0,2223,0.0325,0.0000,127.85,20.27,4380.8
2437,0,5626855,30,57,29,8,83,35,11,51,59,24,24,27,99,193,58,193,129,135,195,94,132,226,97,137,0.077,0.004,0.545,0.000,0.061,0.004,0.220,0.005,0.000,0.083,0,0,0,405,2938,0.0284,0.0000,123.77,29.97,782.9
2438,0,1753823,32,66,31,8,88,38,10,58,63,27,24,29,114,229,69,232,137,153,216,111,141,253,101,153,0.048,0.000,0.697,0.000,0.038,0.001,0.112,0.000,0.000,0.103,0,0,0,756,1129,0.0173,0.0000,205.28,58.23,658.6
2439,0,4387568,34,68,32,9,90,38,11,60,65,27,24,32,118,234,71,248,139,157,220,117,142,252,99,162,0.056,0.013,0.556,0.003,0.065,0.018,0.157,0.003,0.016,0.113,0,0,0,1100,2340,0.0411,0.0000,138.14,70.47,1995.3
2440,0,3100075,34,69,32,9,89,38,11,60,66,27,24,32,119,237,72,251,140,158,229,122,149,259,103,169,0.054,0.036,0.458,0.012,0.135,0.044,0.124,0.000,0.049,0.088,0,0,0,1536,3414,0.0933,0.0000,299.53,278.77,4852.9
2441,0,2298804,34,72,32,9,92,38,11,61,70,29,25,34,123,244,73,258,143,163,243,135,166,277,110,182,0.141,0.042,0.244,0.000,0.124,0.006,0.326,0.002,0.000,0.115,0,0,0,0,5100,0.0568,0.0000,290.61,92.78,765.8
2442,0,2037880,29,60,29,8,83,35,10,55,60,24,22,27,105,207,61,204,131,139,206,98,134,241,101,146,0.074,0.010,0.504,0.000,0.090,0.006,0.270,0.002,0.003,0.042,0,0,0,1207,2531,0.0399,0.0000,229.87,78.73,3777.3
2443,0,4925471,27,58,29,9,79,35,10,54,59,24,19,26,103,203,60,199,130,135,212,95,131,245,102,146,0.131,0.048,0.120,0.021,0.146,0.051,0.225,0.062,0.046,0.151,0,0,523,600,3902,0.1115,0.0000,266.65,206.78,7977.3
2444,0,2690995,27,52,28,9,80,34,11,52,57,23,22,27,94,184,55,177,124,126,197,88,128,228,98,137,0.154,0.109,0.093,0.002,0.183,0.042,0.191,0.008,0.040,0.179,0,0,392,104,5062,0.1013,0.0000,352.97,149.21,6431.5
2445,0,1522552,34,73,32,9,90,37,11,63,72,30,26,35,126,256,76,266,144,166,261,146,182,294,122,196,0.146,0.059,0.286,0.000,0.097,0.005,0.304,0.003,0.012,0.088,0,0,0,0,4756,0.0480,0.0000,228.29,96.39,781.1
2446,0,2975265,34,74,32,9,87,36,11,64,74,30,27,35,129,264,78,270,145,169,273,152,191,304,131,205,0.044,0.000,0.633,0.002,0.014,0.004,0.160,0.000,0.015,0.130,0,0,0,343,1036,0.0103,0.0000,88.69,23.93,1106.0
2447,0,2477339,34,73,32,9,87,36,11,63,73,29,27,34,128,262,77,269,144,168,272,151,189,302,129,204,0.076,0.001,0.563,0.011,0.039,0.013,0.178,0.003,0.000,0.116,0,0,352,486,2859,0.0385,0.0000,119.61,64.05,5213.0
2448,0,3788455,34,74,32,9,87,36,11,64,74,30,27,35,130,266,78,272,145,169,275,154,193,306,132,207,0.135,0.036,0.303,0.014,0.106,0.032,0.196,0.016,0.015,0.148,0,0,826,38,3693,0.0808,0.0000,216.35,101.01,7447.1
2449,1,5393998,34,75,31,9,86,34,11,63,75,30,26,33,135,273,80,280,146,169,292,157,199,313,138,210,0.050,0.061,0.327,0.001,0.130,0.016,0.114,0.014,0.142,0.145,0,0,58,386,3879,0.0692,0.0000,257.71,171.33,2842.1
2450,0,3877899,34,76,31,9,86,34,11,63,76,30,26,33,137,277,81,282,147,170,293,160,202,316,139,213,0.178,0.030,0.131,0.000,0.080,0.008,0.297,0.004,0.142,0.130,0,0,0,0,3726,0.0396,0.0000,145.02,70.65,291.3
2451,1,5379124,34,76,31,9,86,34,11,63,75,30,26,33,136,274,80,281,146,169,295,158,199,314,139,211,0.083,0.000,0.418,0.000,0.028,0.001,0.236,0.041,0.110,0.081,0,0,0,299,2438,0.0172,0.0000,142.98,55.92,1062.3
2452,0,1961798,38,47,27,9,102,44,11,36,53,21,26,23,91,180,52,187,130,122,164,75,127,175,93,112,0.004,0.031,0.097,0.079,0.332,0.324,0.002,0.038,0.010,0.084,0,0,0,937,10774,0.4051,0.0000,1486.84,1531.10,12728.2
2453,0,763318,50,48,26,14,105,47,12,37,56,19,27,24,110,203,62,238,183,154,172,90,127,190,102,118,0.004,0.000,0.621,0.000,0.018,0.000,0.001,0.067,0.000,0.289,0,0,429,0,4404,0.0066,0.0000,170.65,11.50,6902.0
2454,0,4556571,46,45,27,13,106,47,8,34,55,18,27,23,103,196,59,220,165,140,155,78,125,171,95,111,0.016,0.087,0.139,0.058,0.258,0.083,0.071,0.030,0.172,0.086,0,0,410,0,3205,0.2032,0.0000,199.48,96.04,6719.1
2455,0,2952497,41,41,28,10,103,44,8,34,56,19,28,22,94,184,55,198,144,126,149,71,124,167,94,110,0.027,0.162,0.164,0.047,0.243,0.130,0.046,0.008,0.142,0.031,0,0,0,578,4707,0.2332,0.0000,472.66,206.73,2325.8
2456,0,6549054,31,30,25,8,84,41,12,36,54,22,23,24,79,162,45,156,116,120,176,73,132,183,91,111,0.043,0.040,0.288,0.002,0.197,0.044,0.075,0.000,0.233,0.078,0,0,0,1341,3073,0.1045,0.0000,314.21,105.30,2437.0
2457,0,4640205,31,28,24,7,78,41,13,37,50,22,21,25,75,152,43,139,112,121,179,69,133,183,84,109,0.003,0.008,0.744,0.000,0.084,0.016,0.019,0.014,0.026,0.085,0,0,50,209,2753,0.0414,0.0000,111.93,48.40,873.8
2458,1,14059993,73,139,57,15,195,69,26,75,126,51,30,72,295,667,252,762,442,452,698,433,513,758,463,564,0.019,0.000,0.485,0.000,0.003,0.000,0.173,0.044,0.000,0.276,0,0,0,0,0,0.0038,0.0711,6.18,0.18,0.0
2459,1,25399238,80,169,62,15,242,67,35,89,159,72,48,140,363,835,315,956,563,607,838,537,792,927,671,858,0.006,0.000,0.812,0.001,0.006,0.006,0.087,0.004,0.000,0.078,0,0,0,0,13,0.0077,0.0000,0.21,0.09,0.0
2460,0,33594748,75,159,63,15,220,74,50,95,210,94,53,186,396,906,343,1063,615,658,1054,654,1127,979,960,1136,0.011,0.000,0.705,0.000,0.000,0.000,0.011,0.000,0.000,0.272,0,0,0,0,0,0.0008,0.0000,0.12,0.00,0.0
2461,0,31289889,79,170,65,15,226,79,47,95,198,90,52,179,413,950,357,1099,662,694,1036,669,1097,1010,905,1068,0.017,0.000,0.722,0.000,0.000,0.000,0.016,0.000,0.000,0.244,0,0,0,0,0,0.0006,0.0000,0.20,0.00,0.0
2462,1,32559511,78,171,69,15,216,87,56,93,205,88,48,150,396,898,346,1063,650,661,1120,615,946,983,799,922,0.009,0.000,0.675,0.000,0.002,0.000,0.009,0.000,0.000,0.304,0,0,0,0,291,0.0021,0.0000,0.05,0.00,0.0
2463,0,16319796,88,195,78,18,229,104,44,56,150,63,35,86,474,1093,406,1294,841,790,966,486,662,792,570,684,0.004,0.000,0.840,0.000,0.000,0.000,0.001,0.000,0.000,0.155,0,0,0,0,13,0.0000,0.0000,0.00,0.00,0.0
2464,0,14548368,87,189,65,15,230,77,31,80,133,59,42,98,335,781,299,844,526,538,700,432,626,756,499,614,0.005,0.000,0.628,0.000,0.005,0.000,0.079,0.085,0.000,0.197,0,0,0,0,184,0.0052,0.0000,3.47,0.45,45.5
2465,0,30916373,82,178,72,16,220,98,52,82,194,79,43,123,419,957,363,1140,700,653,1132,569,819,913,692,809,0.008,0.000,0.500,0.000,0.000,0.000,0.002,0.000,0.000,0.489,0,0,0,0,0,0.0000,0.0000,0.00,0.00,0.0
2466,1,21617797,83,179,71,15,225,90,47,95,201,90,52,167,419,959,365,1112,689,701,1070,649,1018,1051,840,961,0.010,0.000,0.674,0.000,0.000,0.000,0.025,0.002,0.000,0.288,0,0,0,0,357,0.0011,0.0000,0.26,0.00,0.0
2467,1,21259494,74,169,70,15,215,94,41,64,165,60,33,96,369,841,317,1003,616,597,996,527,720,855,612,720,0.011,0.000,0.772,0.000,0.020,0.001,0.015,0.005,0.003,0.173,0,0,0,0,459,0.0069,0.0000,0.45,0.00,14.3
2468,1,28546170,88,196,67,15,231,88,45,93,185,91,55,179,447,1031,405,1157,750,753,1054,695,1140,1132,912,1030,0.009,0.000,0.790,0.000,0.001,0.000,0.004,0.005,0.000,0.191,0,0,0,0,0,0.0014,0.0000,1.52,0.00,0.0
2469,1,15214510,80,185,61,14,227,75,39,87,159,78,55,147,396,922,350,1003,634,650,856,553,892,943,682,825,0.008,0.000,0.877,0.002,0.015,0.011,0.036,0.012,0.000,0.039,0,0,0,0,0,0.0163,0.0000,2.57,0.22,0.0
2470,1,45875136,64,147,66,14,201,87,40,54,147,47,25,86,344,802,285,954,574,569,965,514,681,824,579,695,0.009,0.000,0.794,0.000,0.034,0.001,0.012,0.000,0.000,0.150,0,0,0,0,1001,0.0125,0.0436,0.22,0.00,0.0
2471,0,14975512,49,109,54,13,181,74,41,43,128,44,24,73,353,842,296,1024,645,594,915,471,576,711,492,620,0.011,0.000,0.804,0.000,0.000,0.000,0.002,0.000,0.000,0.183,0,0,0,0,12,0.0001,0.0000,2.67,0.00,0.0
2472,1,20230299,94,205,62,14,256,98,43,90,163,89,54,164,371,864,341,906,639,593,907,550,842,953,705,709,0.009,0.001,0.659,0.001,0.011,0.004,0.092,0.000,0.000,0.223,0,110,0,0,906,0.0105,0.0000,20.82,8.93,682.5
2473,1,39682631,82,196,82,16,227,106,45,76,183,71,39,112,402,901,348,1076,705,680,1051,609,839,987,714,795,0.011,0.000,0.776,0.000,0.000,0.000,0.020,0.000,0.000,0.192,0,0,0,0,5,0.0004,0.0000,0.33,0.00,0.8
2474,1,19435470,75,178,76,16,219,100,42,59,147,50,27,90,380,866,329,1043,682,654,1091,667,835,1011,720,830,0.006,0.000,0.812,0.000,0.007,0.001,0.004,0.000,0.000,0.169,0,0,0,0,318,0.0031,0.0515,0.56,0.00,0.0
2475,1,25804163,69,165,68,12,217,93,38,68,170,56,34,89,367,816,318,955,587,574,978,550,756,895,633,688,0.047,0.000,0.439,0.000,0.014,0.002,0.362,0.003,0.000,0.133,0,280,0,0,752,0.0086,0.0775,8.11,8.82,1453.8
2476,1,22081697,85,216,96,20,239,118,43,73,179,58,32,88,429,912,401,1174,810,754,1098,649,820,1005,712,775,0.008,0.000,0.773,0.000,0.001,0.000,0.013,0.004,0.000,0.200,0,8,0,0,169,0.0008,0.0000,0.92,0.00,39.9
2477,1,35536165,53,123,58,13,188,78,40,57,141,44,20,82,339,803,281,953,579,559,998,534,695,866,585,732,0.017,0.000,0.731,0.000,0.010,0.001,0.086,0.005,0.000,0.150,0,0,0,0,407,0.0057,0.0000,0.27,0.39,0.0
2478,0,19955965,41,96,49,12,172,71,40,47,136,43,20,80,323,784,266,943,547,531,926,478,596,736,503,642,0.005,0.000,0.828,0.000,0.025,0.001,0.002,0.000,0.000,0.140,0,0,0,0,512,0.0088,0.0000,0.45,0.00,0.0
2479,1,9971039,62,166,78,13,210,95,40,63,183,53,30,76,375,801,328,1019,634,609,1037,586,761,930,650,707,0.075,0.005,0.525,0.000,0.022,0.002,0.253,0.018,0.000,0.100,0,266,0,0,742,0.0116,0.0000,16.22,5.65,1476.2
2480,1,31934115,85,201,85,18,243,111,46,87,192,79,43,124,436,937,401,1141,766,724,1102,639,867,1014,719,789,0.032,0.000,0.664,0.000,0.000,0.000,0.045,0.001,0.000,0.257,0,0,0,0,56,0.0008,0.0000,0.98,0.57,0.0
2481,0,34785113,26,67,40,12,156,61,40,42,119,39,21,71,292,746,236,918,503,494,903,450,539,657,457,599,0.004,0.000,0.786,0.000,0.007,0.001,0.002,0.002,0.000,0.199,0,0,0,0,181,0.0033,0.0000,1.16,2.13,0.0
2482,1,18225238,81,195,84,18,227,109,41,61,151,49,25,82,400,900,354,1097,718,666,1107,673,835,1025,719,831,0.007,0.000,0.609,0.000,0.028,0.002,0.017,0.000,0.000,0.337,0,0,0,0,538,0.0111,0.2743,0.75,0.04,0.0
2483,1,33961020,69,172,79,15,217,103,39,60,167,49,27,71,386,834,342,1045,656,628,1036,603,762,935,653,730,0.037,0.001,0.626,0.000,0.017,0.001,0.161,0.002,0.000,0.154,0,188,0,0,293,0.0100,0.0000,5.41,2.49,1089.1
2484,0,20349674,19,56,37,13,148,58,41,39,118,38,24,73,265,685,221,887,498,474,888,449,550,674,459,596,0.010,0.000,0.666,0.001,0.030,0.012,0.006,0.000,0.000,0.275,0,286,0,0,115,0.0195,0.0000,2.39,1.01,1410.1
2485,1,11773436,63,149,67,14,199,89,39,56,138,42,16,71,345,799,288,948,567,527,1022,528,699,881,583,737,0.029,0.000,0.670,0.000,0.029,0.001,0.127,0.000,0.000,0.145,0,0,0,0,1062,0.0139,0.4247,0.84,0.21,0.0
2486,1,19431113,88,190,59,15,242,95,34,89,150,66,51,106,315,698,262,706,502,489,631,383,504,623,420,476,0.011,0.000,0.550,0.000,0.001,0.000,0.073,0.037,0.000,0.327,0,0,0,0,76,0.0010,0.0000,9.03,0.71,0.0
2487,1,9519555,74,178,78,16,217,103,38,55,150,44,21,72,395,886,348,1073,670,621,1081,643,812,994,688,805,0.043,0.001,0.665,0.000,0.031,0.002,0.058,0.003,0.000,0.197,0,220,0,0,494,0.0157,0.1050,4.93,0.76,1410.7
2488,1,39795038,91,201,83,22,242,112,44,82,175,74,39,109,428,957,383,1124,751,702,1093,601,834,984,688,793,0.022,0.000,0.693,0.000,0.003,0.000,0.045,0.000,0.000,0.236,0,0,0,0,411,0.0026,0.0251,0.65,0.21,0.0
2489,1,12952330,65,153,66,15,203,91,38,58,134,44,19,67,357,817,302,944,587,545,967,477,647,807,537,676,0.040,0.000,0.737,0.000,0.009,0.001,0.097,0.008,0.000,0.108,0,0,0,0,430,0.0043,0.0000,1.15,0.23,33.9
2490,0,16155151,21,61,38,13,154,62,40,38,116,38,22,71,270,697,225,896,491,477,905,439,516,606,435,584,0.004,0.000,0.795,0.000,0.012,0.005,0.001,0.000,0.000,0.183,0,133,0,0,89,0.0070,0.0000,0.83,0.65,671.8
2491,0,18154841,35,87,44,13,169,70,44,46,126,44,23,77,330,852,270,1018,576,574,907,439,512,580,450,593,0.001,0.000,0.731,0.000,0.000,0.000,0.000,0.000,0.000,0.267,0,0,0,0,0,0.0001,0.0000,0.74,0.09,0.0
2492,1,22920103,47,109,51,13,174,76,39,52,129,42,15,67,333,804,269,920,546,529,934,444,573,731,481,639,0.016,0.000,0.829,0.000,0.021,0.000,0.049,0.002,0.000,0.083,0,0,0,0,1040,0.0107,0.0000,0.66,0.09,0.0
2493,0,30136843,104,217,78,28,274,115,50,112,201,109,55,157,446,991,394,1119,771,736,1233,693,1062,1177,826,955,0.011,0.000,0.822,0.000,0.000,0.000,0.009,0.001,0.000,0.157,0,0,0,0,410,0.0011,0.0000,0.45,0.01,0.0
2494,1,36327065,68,152,63,17,216,89,47,78,178,75,42,111,418,1013,356,1131,747,712,1059,579,815,949,662,794,0.008,0.000,0.666,0.000,0.001,0.000,0.005,0.000,0.000,0.320,0,0,0,0,187,0.0009,0.0000,0.38,0.00,0.0
2495,0,14493519,103,217,75,30,293,115,45,110,177,97,50,140,404,850,331,919,713,665,1042,580,908,1015,684,831,0.014,0.000,0.596,0.001,0.015,0.011,0.053,0.039,0.000,0.271,0,0,0,0,352,0.0186,0.0000,0.00,1.02,0.0
2496,0,45029559,101,214,76,27,281,115,52,115,204,113,60,163,416,947,364,1043,745,717,1213,686,1073,1165,828,975,0.009,0.000,0.788,0.000,0.000,0.000,0.020,0.004,0.000,0.180,0,0,0,0,8,0.0010,0.0000,0.47,0.00,0.0
2497,0,18644795,107,228,81,30,292,124,49,115,196,101,63,152,393,826,331,903,686,659,1033,579,904,1004,700,820,0.006,0.000,0.700,0.001,0.020,0.006,0.048,0.003,0.000,0.216,0,0,0,0,298,0.0152,0.0000,1.13,0.04,0.0
2498,1,26588904,37,88,43,11,168,66,39,48,128,42,21,68,334,832,261,940,552,548,903,446,540,664,463,602,0.012,0.000,0.837,0.000,0.001,0.000,0.006,0.013,0.000,0.130,0,0,0,0,51,0.0006,0.0000,0.51,0.00,0.0
2499,0,17170267,73,165,59,17,230,94,32,92,151,57,53,86,324,662,251,682,506,491,622,362,441,573,376,450,0.015,0.000,0.401,0.000,0.007,0.001,0.095,0.041,0.000,0.439,0,0,0,0,0,0.0052,0.0000,0.41,0.00,0.0
2500,0,37428536,90,190,71,24,256,104,51,105,201,104,55,151,424,988,367,1090,723,699,1170,668,1021,1133,802,942,0.008,0.000,0.752,0.000,0.001,0.000,0.006,0.001,0.000,0.231,0,0,0,0,208,0.0013,0.0000,0.37,0.04,0.0
2501,0,19618075,55,125,49,12,193,80,28,78,140,47,39,59,298,583,198,574,394,420,616,334,398,563,350,416,0.037,0.000,0.486,0.000,0.005,0.000,0.196,0.058,0.000,0.218,0,0,0,0,0,0.0051,0.0000,1.71,0.08,0.0
2502,1,38299310,56,127,49,12,194,78,25,80,133,46,41,60,289,566,196,561,391,410,570,320,371,519,324,386,0.026,0.000,0.468,0.000,0.004,0.000,0.152,0.057,0.000,0.293,0,0,0,0,128,0.0040,0.0000,6.12,0.27,0.0
2503,0,15378727,72,163,60,17,229,93,33,90,153,59,49,87,324,658,246,683,495,488,654,368,463,599,396,472,0.025,0.000,0.511,0.000,0.014,0.001,0.109,0.048,0.000,0.292,0,0,0,0,0,0.0085,0.0000,0.46,0.00,0.0
2504,0,13948827,71,147,64,17,222,100,61,68,169,60,34,85,448,1147,359,1244,795,795,986,521,636,780,552,699,0.001,0.000,0.569,0.000,0.000,0.000,0.001,0.000,0.000,0.429,0,0,0,0,0,0.0000,0.0000,0.95,0.00,0.0
2505,0,25921777,87,175,73,20,241,118,56,58,147,54,30,78,446,1123,363,1231,848,787,976,477,588,712,504,643,0.001,0.000,0.435,0.000,0.000,0.000,0.001,0.000,0.000,0.563,0,0,0,0,0,0.0000,0.0000,0.52,0.00,0.0
2506,0,23857924,98,212,77,26,274,119,52,123,211,109,65,164,400,905,339,1001,722,709,1148,647,961,1067,774,901,0.007,0.000,0.642,0.000,0.014,0.008,0.004,0.000,0.000,0.325,0,0,0,0,58,0.0122,0.0000,0.88,0.10,0.0
2507,0,23822174,62,141,55,14,209,87,31,83,148,52,40,70,309,620,216,629,431,450,654,355,438,593,383,455,0.032,0.000,0.438,0.000,0.017,0.002,0.213,0.081,0.000,0.217,0,0,0,0,276,0.0103,0.0000,6.82,1.29,0.0
2508,0,25951334,89,199,74,24,259,114,52,119,212,102,64,153,374,871,306,948,659,663,1102,617,876,996,732,858,0.001,0.000,0.685,0.000,0.011,0.007,0.013,0.001,0.000,0.283,0,0,0,0,29,0.0094,0.0000,1.21,0.69,0.0
2509,0,13921168,92,201,73,24,268,111,54,117,214,109,63,159,403,969,351,1060,758,745,1209,681,1006,1114,815,954,0.018,0.000,0.709,0.000,0.001,0.001,0.019,0.000,0.000,0.253,0,0,0,0,325,0.0026,0.0000,1.51,0.06,0.0
2510,0,25872687,62,131,55,15,225,92,52,89,221,80,51,104,313,766,236,822,509,555,1016,553,697,849,637,780,0.009,0.000,0.860,0.000,0.000,0.000,0.086,0.000,0.000,0.045,0,0,0,0,0,0.0000,0.0000,1.20,0.00,0.0
2511,0,28191302,64,136,57,15,230,97,53,75,193,68,43,88,377,1026,299,1095,645,707,1080,584,725,871,629,783,0.002,0.000,0.832,0.000,0.000,0.000,0.002,0.002,0.000,0.162,0,0,0,0,17,0.0001,0.0000,1.42,0.00,0.0
2512,0,36269327,55,116,49,11,226,93,58,83,210,71,46,87,333,895,251,963,560,629,1080,585,713,855,620,795,0.007,0.000,0.722,0.000,0.001,0.000,0.022,0.015,0.000,0.232,0,0,0,0,177,0.0008,0.0000,0.89,0.06,0.0
2513,0,21658050,66,136,56,15,242,108,60,69,190,65,43,79,362,1004,280,1072,603,691,1156,607,759,906,648,835,0.002,0.000,0.532,0.000,0.000,0.000,0.002,0.000,0.000,0.463,0,0,0,0,0,0.0000,0.0000,1.61,0.00,0.0
2514,0,13089973,61,127,52,15,228,101,61,112,260,97,59,116,316,794,242,854,519,578,1198,659,747,926,724,892,0.012,0.000,0.812,0.000,0.000,0.000,0.007,0.003,0.000,0.166,0,0,0,0,0,0.0000,0.0000,2.23,0.00,0.0
2515,0,34878565,53,109,48,11,229,90,68,102,270,90,56,109,322,854,242,926,540,611,1144,637,740,909,691,865,0.010,0.000,0.805,0.000,0.000,0.000,0.008,0.002,0.000,0.175,0,0,0,0,0,0.0000,0.0000,0.96,0.02,0.0
2516,0,19833281,62,143,61,25,237,115,49,85,171,57,43,90,293,636,204,646,369,464,796,401,519,662,496,540,0.025,0.004,0.588,0.000,0.023,0.002,0.276,0.007,0.001,0.075,0,0,0,0,1150,0.0122,0.0504,93.12,68.54,1553.5
2517,0,27528135,62,128,50,13,258,111,59,75,204,64,43,73,341,964,256,1044,572,673,1109,606,721,862,620,822,0.005,0.001,0.645,0.003,0.017,0.009,0.001,0.002,0.000,0.318,222,0,0,48,272,0.0148,0.0000,2.57,2.44,3035.1
2518,0,28833731,56,108,45,9,263,112,54,72,191,58,42,65,315,868,229,965,550,625,1096,568,709,848,640,807,0.009,0.002,0.673,0.001,0.021,0.009,0.008,0.003,0.000,0.274,403,0,0,0,509,0.0164,0.0000,1.37,0.72,6311.0
2519,0,36862400,57,108,49,12,245,101,55,70,206,64,41,75,321,831,241,897,531,586,1043,522,645,796,613,744,0.010,0.003,0.709,0.000,0.020,0.005,0.028,0.008,0.000,0.217,246,0,0,0,643,0.0131,0.0000,0.78,0.03,3640.8
2520,0,27509222,65,127,57,16,246,91,50,62,186,60,38,68,298,713,225,749,452,511,888,466,566,719,551,664,0.015,0.002,0.670,0.000,0.013,0.009,0.041,0.009,0.000,0.240,289,0,0,0,547,0.0135,0.0000,1.05,0.07,4292.5
2521,0,31253020,77,172,70,25,263,113,50,76,193,70,47,91,304,736,231,773,469,529,911,492,607,757,580,711,0.010,0.002,0.615,0.000,0.012,0.010,0.084,0.007,0.000,0.259,323,0,0,0,753,0.0128,0.0000,1.00,0.38,4824.1
2522,0,28108177,58,135,57,20,226,100,41,79,160,54,38,75,274,596,182,610,360,430,730,376,470,608,427,512,0.035,0.022,0.381,0.005,0.073,0.035,0.273,0.009,0.001,0.165,705,0,0,0,1768,0.0555,0.0712,153.48,93.07,13160.9
2523,0,28969145,78,177,67,22,248,108,53,103,209,88,56,124,331,800,258,856,551,588,1027,562,740,877,654,787,0.043,0.000,0.547,0.000,0.000,0.000,0.197,0.010,0.000,0.203,0,0,0,0,130,0.0010,0.0000,1.85,0.00,0.0
2524,0,21411482,72,163,64,21,242,104,51,89,199,76,50,102,311,754,235,797,489,540,930,495,613,764,572,707,0.058,0.000,0.582,0.000,0.001,0.000,0.178,0.003,0.000,0.178,0,0,0,0,97,0.0018,0.1401,2.41,0.09,0.0
2525,0,23591716,71,166,65,22,241,109,50,87,185,69,47,100,313,726,231,764,470,532,867,455,577,717,520,650,0.076,0.000,0.525,0.000,0.002,0.000,0.282,0.005,0.000,0.110,0,0,0,0,569,0.0025,0.0848,23.08,3.98,0.0
